time,open,high,low,close,tick_volume
1757304900,1.34973,1.34979,1.34911,1.34921,571
1757305800,1.34920,1.34973,1.34907,1.34935,498
1757306700,1.34934,1.35033,1.34934,1.35017,646
1757307600,1.35016,1.35049,1.34986,1.35007,676
1757308500,1.35008,1.35014,1.34970,1.34981,438
1757309400,1.34980,1.35021,1.34979,1.34991,378
1757310300,1.34992,1.35054,1.34991,1.35042,398
1757311200,1.35040,1.35055,1.35010,1.35021,382
1757312100,1.35020,1.35047,1.35004,1.35019,317
1757313000,1.35018,1.35020,1.34982,1.34983,265
1757313900,1.34984,1.34996,1.34948,1.34956,303
1757314800,1.34955,1.34958,1.34867,1.34877,305
1757315700,1.34878,1.34953,1.34878,1.34953,277
1757316600,1.34952,1.34974,1.34943,1.34964,306
1757317500,1.34965,1.34975,1.34953,1.34964,190
